,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl,soa
1334,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant4.png,mask_img/000000050412.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.1
1335,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant5.png,mask_img/000000050496.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.1
1336,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant6.png,mask_img/000000050782.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.1
1337,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant7.png,mask_img/000000050790.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.1
1338,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant8.png,mask_img/000000050794.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.1
1339,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_firehydrant9.png,mask_img/000000051164.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.1
1340,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person1.png,mask_img/000000051310.png,person,occlusion,high,mask,partial viewing,many small,0.1
1341,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person10.png,mask_img/000000051453.png,person,occlusion,high,mask,partial viewing,many small,0.1
1342,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person2.png,mask_img/000000051461.png,person,occlusion,high,mask,partial viewing,many small,0.1
1343,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person3.png,mask_img/000000051880.png,person,occlusion,high,mask,partial viewing,many small,0.1
1344,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person4.png,mask_img/000000052087.png,person,occlusion,high,mask,partial viewing,many small,0.1
1345,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person5.png,mask_img/000000052250.png,person,occlusion,high,mask,partial viewing,many small,0.1
1346,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person6.png,mask_img/000000052426.png,person,occlusion,high,mask,partial viewing,many small,0.1
1347,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person7.png,mask_img/000000052562.png,person,occlusion,high,mask,partial viewing,many small,0.1
1348,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person8.png,mask_img/000000052606.png,person,occlusion,high,mask,partial viewing,many small,0.1
1349,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_person9.png,mask_img/000000052619.png,person,occlusion,high,mask,partial viewing,many small,0.1
1350,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree1.png,mask_img/000000052784.png,tree,occlusion,high,mask,partial viewing,many small,0.1
1351,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree10.png,mask_img/000000052818.png,tree,occlusion,high,mask,partial viewing,many small,0.1
1352,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree2.png,mask_img/000000052901.png,tree,occlusion,high,mask,partial viewing,many small,0.1
1353,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree3.png,mask_img/000000052936.png,tree,occlusion,high,mask,partial viewing,many small,0.1
1354,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree4.png,mask_img/000000053143.png,tree,occlusion,high,mask,partial viewing,many small,0.1
1355,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree5.png,mask_img/000000053410.png,tree,occlusion,high,mask,partial viewing,many small,0.1
1356,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree6.png,mask_img/000000053539.png,tree,occlusion,high,mask,partial viewing,many small,0.1
1357,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree7.png,mask_img/000000053635.png,tree,occlusion,high,mask,partial viewing,many small,0.1
1358,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree8.png,mask_img/000000054334.png,tree,occlusion,high,mask,partial viewing,many small,0.1
1359,Stimulus\all_stim\occlusion\partialviewing\manysmall\high\manysmall_partialViewing_high_tree9.png,mask_img/000000054336.png,tree,occlusion,high,mask,partial viewing,many small,0.1
1360,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana1.png,mask_img/000000054532.png,banana,occlusion,low,mask,partial viewing,many small,0.1
1361,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana10.png,mask_img/000000054723.png,banana,occlusion,low,mask,partial viewing,many small,0.1
1362,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana2.png,mask_img/000000054759.png,banana,occlusion,low,mask,partial viewing,many small,0.1
1363,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana3.png,mask_img/000000054875.png,banana,occlusion,low,mask,partial viewing,many small,0.1
1364,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana4.png,mask_img/000000055202.png,banana,occlusion,low,mask,partial viewing,many small,0.1
1365,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana5.png,mask_img/000000055388.png,banana,occlusion,low,mask,partial viewing,many small,0.1
1366,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana6.png,mask_img/000000055460.png,banana,occlusion,low,mask,partial viewing,many small,0.1
1367,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_banana7.png,mask_img/000000055594.png,banana,occlusion,low,mask,partial viewing,many small,0.1
